Year,State,District,Production_Tonnes,National_Total_Tonnes,District_National_Share_Pct,State_Total_Tonnes,District_State_Share_Pct,State_National_Share_Pct,Avg_Latitude,Avg_Longitude,Avg_Temperature_C,Temperature_Level,Total_Rainfall_mm,Rainfall_Level,Avg_Humidity_pct,Humidity_Level,Production_Stress,Temperature_Stress,Rainfall_Stress,Humidity_Stress,Weather_Stress,Equipment_Breakdown_Risk_Percent,Equipment_Breakdown_Risk_Level,Year_Start,Expected_Production_Tonnes,Production_Shortfall_Percent,Production_Shortfall_Risk_Level
2013-14,Odisha,Sundargarh,82366.41,2626291,3.14,663710.0,12.41,25.27,22.12333,84.02667,25.56,Medium,1382.0,Medium,65.57,High,0.0,0.005886876165532184,0.5128190743338008,0.5886909372579394,0.3691322959190908,3.1378647108284836,Low,2013,,,Unknown
2014-15,Odisha,Sundargarh,40469.75,2369481,1.71,326106.0,12.41,13.76,22.12333,84.02667,26.31,High,1434.5,Medium,60.94,Medium,0.4786165915259682,0.31207733926443965,0.5422720897615708,0.4093725793958172,0.42124066947394256,21.00556492800762,Medium,2014,73943.495,45.26935736537744,High
2015-16,Odisha,Sundargarh,48427.92,2166947,2.23,390233.0,12.41,18.01,22.12333,84.02667,26.62,High,1433.7,Medium,64.25,Medium,0.37608920255480366,0.43863606401198896,0.5418232819074335,0.5375677769171187,0.5060090409455137,21.123286016760446,Medium,2015,62785.579999999994,22.8677667706502,Medium
2016-17,Odisha,Sundargarh,72910.86,2395134,3.04,587517.0,12.41,24.53,22.12333,84.02667,26.3,High,1301.3,Medium,60.96,Medium,0.06066845726566266,0.307994799756455,0.4675455820476858,0.4101471727343146,0.3952291848461518,5.2154071901371095,Low,2016,57088.02666666667,0.0,Low
2017-18,Odisha,Sundargarh,64142.95,2589271,2.48,516865.0,12.41,19.96,22.12333,84.02667,26.53,High,1544.6,High,58.93,Low,0.17362795914036044,0.40189320844012016,0.604039270687237,0.3315259488768397,0.44581947600139893,10.069100077387713,Medium,2017,53936.176666666666,0.0,Low
2018-19,Odisha,Sundargarh,78561.5,2917830,2.69,633050.0,12.41,21.7,22.12333,84.02667,25.32,Medium,1848.7,High,65.56,High,0.0,0.09209407202611757,0.7746423562412343,0.5883036405886911,0.48501335628534764,3.8292259348217765,Low,2018,61827.243333333325,0.0,Low
2019-20,Odisha,Sundargarh,62400.0,2874300,2.17,539470.0,11.57,18.77,22.12333333,84.02666667,25.56,Medium,1963.3,High,68.14,High,0.19608288440675847,0.005886876165532184,0.8389340813464237,0.6882261812548414,0.5110157129222658,12.13996333017467,Medium,2019,71871.77,13.178707022242536,Medium
2020-21,Odisha,Sundargarh,164709.0,4748071,3.47,1948077.0,8.45,41.03,22.12333333,84.02666667,25.75,Medium,1756.7,High,64.46,Medium,0.0,0.08345512681725593,0.7230294530154279,0.5457010069713399,0.4507285289346746,7.550759644241581,Low,2020,68368.15000000001,0.0,Low
2021-22,Odisha,Sundargarh,63612.54,2692408,2.36,512591.0,12.41,19.04,22.12333,84.02667,25.16,Medium,1720.5,High,67.97,High,0.18046138345577403,0.15741470415388453,0.7027208976157082,0.6816421378776143,0.5139259132157357,10.660574048889941,Medium,2021,101890.16666666667,37.56753759358526,High
2022-23,Odisha,Sundargarh,79947.45,2826964,2.83,644218.0,12.41,22.79,22.12333,84.02667,25.91,Medium,1530.6,High,61.91,Medium,0.0,0.1487757589450229,0.5961851332398316,0.44694035631293566,0.3973004161659301,3.3991003693346054,Low,2022,96907.18,17.50100456952725,Medium
2023-24,Odisha,Sundargarh,80771.23,3380889,2.39,650856.0,12.41,19.25,22.12333,84.02667,26.03,Medium,1838.4,High,65.0,Medium,0.0,0.1977662330408485,0.7688639551192146,0.566615027110767,0.51108173842361,3.7998706560334132,Low,2023,102756.33,21.395372917658705,Medium
2024-25,Odisha,Sundargarh,90784.01,3800000,2.39,731539.19,12.41,19.25,22.12333,84.02667,26.15,Medium,2186.7,High,65.07,Medium,0.0,0.24675670713667266,0.9642636746143056,0.5693261037955072,0.5934488285154952,3.9783310695743723,Low,2024,74777.07333333332,0.0,Low
2025-26,Odisha,Sundargarh,92054.99,3853200,2.39,741780.74,12.41,19.25,22.12333,84.02667,25.13,Medium,1665.2,High,66.96,High,0.0,0.16966232267784132,0.6716970546984573,0.642525174283501,0.49462818388659985,3.633227637967532,Low,2025,83834.23,0.0,Low
2012-13,Rajasthan,Banswara,4987.0,2342833,0.21,4987.0,100.0,0.21,23.55,74.45,26.66,High,1596.2,High,50.74,Low,0.520558777215438,0.4549662220439304,0.6329873772791025,0.014329976762200021,0.36742785869507766,20.782919996638004,Medium,2012,,,Unknown
2013-14,Rajasthan,Banswara,5401.0,2626291,0.21,5401.0,100.0,0.21,23.55,74.45,25.88,Medium,1078.0,Medium,58.78,Low,0.4807575608062122,0.13652814042106615,0.34227208976157086,0.32571649883811016,0.2681722430069157,20.88817924510893,Medium,2013,,,Unknown
2014-15,Rajasthan,Banswara,7910.0,2369481,0.33,7910.0,100.0,0.33,23.55,74.45,27.1,High,721.8,Low,52.52,Low,0.23954680725368238,0.6345979603952899,0.14244039270687237,0.08326878388845878,0.2867690456635404,15.422717590009782,Medium,2014,5194.0,0.0,Low
2015-16,Rajasthan,Banswara,3457.0,2166947,0.16,3457.0,100.0,0.16,23.55,74.45,27.38,High,639.9,Low,50.37,Low,0.6676502291625764,0.748909066618881,0.0964936886395512,0.0,0.2818009184194774,21.500731391105184,Medium,2015,6099.333333333333,43.321674499945345,High
2016-17,Rajasthan,Banswara,2545.0,2395134,0.11,2545.0,100.0,0.11,23.55,74.45,26.82,High,1264.5,Medium,53.93,Low,0.7553282711075375,0.5202868541716974,0.44690042075736325,0.13787761425251752,0.36835496306052606,39.253345981405616,High,2016,5589.333333333333,54.46684160305343,High
2017-18,Rajasthan,Banswara,7497.0,2589271,0.29,7497.0,100.0,0.29,23.55,74.45,26.63,High,1114.3,Medium,54.59,Low,0.2792518854590211,0.4427186035199736,0.36263674614305746,0.1634391944229282,0.3229315146953197,16.742790812094018,Medium,2017,4637.333333333333,0.0,Low
2018-19,Rajasthan,Banswara,31400.0,2917830,1.08,31400.0,100.0,1.08,23.55,74.45,26.05,Medium,1065.4,Low,54.61,Low,0.0,0.2059313120568192,0.3352033660589061,0.16421378776142534,0.23511615529238358,1.809080714834521,Low,2018,4499.666666666667,0.0,Low
2019-20,Rajasthan,Banswara,28100.0,2874300,0.98,28100.0,100.0,0.98,23.55,74.45,26.05,Medium,2250.4,High,60.97,Medium,0.0,0.2059313120568192,1.0,0.4105344694035632,0.5388219271534608,3.170991459713379,Low,2019,13814.0,0.0,Low
2020-21,Rajasthan,Banswara,25626.0,4748071,0.54,25626.0,100.0,0.54,23.55,74.45,26.73,High,1289.8,Medium,57.34,Low,0.0,0.4835439985998285,0.46109396914446,0.2699457784663054,0.40486124873686463,1.6836454972063695,Low,2020,22332.333333333332,0.0,Low
2021-22,Rajasthan,Banswara,8008.0,2692408,0.3,8008.0,100.0,0.3,23.55,74.45,25.87,Medium,1503.8,High,59.69,Low,0.23012526327275454,0.13244560091308152,0.5811500701262272,0.36096049573973665,0.3581853889263485,15.193579786506046,Medium,2021,28375.333333333332,71.77830510067429,High
2022-23,Rajasthan,Banswara,6437.0,2826964,0.23,6437.0,100.0,0.23,23.55,74.45,26.69,High,1162.9,Medium,53.69,Low,0.38115838157926085,0.4672138405678871,0.3899018232819075,0.12858249419054998,0.32856605268011485,21.006430840998778,Medium,2022,20578.0,68.71902031295558,High
2023-24,Rajasthan,Banswara,4368.0,3380889,0.13,4368.0,100.0,0.13,23.55,74.45,26.42,High,1261.7,Medium,57.63,Low,0.5800683254215024,0.3569852738522806,0.44532959326788224,0.2811773818745161,0.36116408299822633,21.10451425108023,Medium,2023,13357.0,67.29804596840609,High
2024-25,Rajasthan,Banswara,4909.48,3800000,0.13,4909.48,100.0,0.13,23.55,74.45,26.92,High,1403.7,Medium,55.95,Low,0.5280114107807596,0.5611122492515522,0.5249929873772792,0.21611154144074382,0.4340722593565251,21.444259802773033,Medium,2024,6271.0,21.711369797480472,Medium
2025-26,Rajasthan,Banswara,4978.21,3853200,0.13,4978.21,100.0,0.13,23.55,74.45,26.11,Medium,1506.3,High,61.58,Medium,0.5214038320276048,0.2304265491047313,0.5825525946704068,0.43415956622773044,0.4157129033342895,20.466824459332855,Medium,2025,5238.16,4.96262046214701,Medium
2012-13,Telangana,Adilabad,14143.0,2342833,0.6,14143.0,100.0,0.6,19.65732,78.53032,27.71,High,913.8,Low,55.28,Low,0.37434688240990543,0.8836328703824011,0.25015427769985976,0.19016266460108458,0.44131660422778185,20.997175851138785,Medium,2012,,,Unknown
2013-14,Telangana,Adilabad,10921.0,2626291,0.42,10921.0,100.0,0.42,19.65732,78.53032,26.55,High,1875.9,High,61.79,Medium,0.5168805983736532,0.41005828745609085,0.7899018232819074,0.44229279628195206,0.5474176356733168,20.676666385104983,Medium,2013,,,Unknown
2014-15,Telangana,Adilabad,6775.0,2369481,0.29,6775.0,100.0,0.29,19.65732,78.53032,27.64,High,864.7,Low,55.27,Low,0.7002899051351983,0.8550550938265029,0.22260869565217395,0.189775367931836,0.42247971913683763,28.020722053487845,High,2014,12532.0,45.938397701883176,High
2015-16,Telangana,Adilabad,6892.0,2166947,0.32,6892.0,100.0,0.32,19.65732,78.53032,28.15,High,1052.5,Low,56.0,Low,0.6951140998069057,1.0,0.3279663394109397,0.21804802478698693,0.5153381213993089,21.85110353042754,Medium,2015,10613.0,35.060774521812874,High
2016-17,Telangana,Adilabad,13262.0,2395134,0.55,13262.0,100.0,0.55,19.65732,78.53032,27.31,High,1147.1,Medium,56.02,Low,0.41332025415542434,0.7203312900629829,0.3810378681626928,0.21882261812548434,0.4400639254503867,21.029955555078235,Medium,2016,8196.0,0.0,Low
2017-18,Telangana,Adilabad,17373.0,2589271,0.67,17373.0,100.0,0.67,19.65732,78.53032,27.33,High,788.4,Low,55.33,Low,0.23145926522712915,0.7284963690789537,0.17980364656381487,0.1920991479473277,0.36679972119669874,15.350399375150543,Medium,2017,8976.333333333334,0.0,Low
2018-19,Telangana,Adilabad,74500.0,2917830,2.55,74500.0,100.0,2.55,19.65732,78.53032,27.14,High,966.8,Low,56.52,Low,0.0,0.6509281184272313,0.27988779803646563,0.23818745158791657,0.3896677893505378,2.7378373391645203,Low,2018,12509.0,0.0,Low
2019-20,Telangana,Adilabad,68900.0,2874300,2.4,68900.0,100.0,2.4,19.657315,78.53032333,27.65,High,1359.1,Medium,60.77,Medium,0.0,0.8591376333344876,0.4999719495091164,0.40278853601859044,0.5872993729540648,2.98373980783888,Low,2019,35045.0,0.0,Low
2020-21,Telangana,Adilabad,62701.0,4748071,1.32,62701.0,100.0,1.32,19.657315,78.53032333,27.3,High,1010.4,Low,58.53,Low,0.0,0.7162487505549983,0.30434782608695654,0.31603408210689404,0.445543552916283,2.672347069061216,Low,2020,53591.0,0.0,Low
2021-22,Telangana,Adilabad,10434.0,2692408,0.39,10434.0,100.0,0.39,19.65732,78.53032,26.54,High,1303.0,Medium,61.58,Medium,0.538424335082016,0.40597574794810476,0.46849929873772794,0.43415956622773044,0.43621153763785436,21.200834359480197,Medium,2021,68700.33333333333,84.81230076515884,High
2022-23,Telangana,Adilabad,10810.0,2826964,0.38,10810.0,100.0,0.38,19.65732,78.53032,27.07,High,1825.4,High,57.73,Low,0.5217909777876744,0.6223503418713332,0.761570827489481,0.2850503485670023,0.5563238393092722,20.85440791122227,Medium,2022,47345.0,77.1675995353258,High
2023-24,Telangana,Adilabad,6055.0,3380889,0.18,6055.0,100.0,0.18,19.65732,78.53032,27.36,High,1072.2,Low,58.95,Low,0.7321410148477676,0.7407439876029104,0.3390182328190744,0.33230054221533717,0.47068758754577394,27.910492171268896,High,2023,27981.666666666668,78.36083149681339,High
2024-25,Telangana,Adilabad,6805.61,3800000,0.18,6805.61,100.0,0.18,19.65732,78.53032,27.06,High,1495.0,High,62.54,Medium,0.6989357905958903,0.6182678023633471,0.5762131837307153,0.47134004647560035,0.5552736775232209,21.453254265362865,Medium,2024,9099.666666666666,25.21033737499542,High
2025-26,Telangana,Adilabad,6900.88,3853200,0.18,6900.88,100.0,0.18,19.65732,78.53032,26.5,High,1420.8,Medium,60.58,Medium,0.6947212694537841,0.3896455899161634,0.534586255259467,0.39542989930286604,0.4398872481594988,21.63492219671176,Medium,2025,7890.203333333334,12.538629127006025,Medium
